0,$,O
0,44,O
0,million,O
0,bill,O
0,from,O
0,Bronx,O
0,Lebanon,O
0,Hospital,O
0,',O
0,System,O
0,error,O
0,',O
0,is,O
0,blamed,O
0,How,O
0,my,O
0,friend,O
0,Ralph,O
0,loved,O
0,John,O
0,Kennedy,O
0,and,O
0,Robert,O
0,F,O
0,.,O
0,KennedyGeorge,O
0,Michael,O
0,",",O
0,released,O
0,from,O
0,Austrian,O
0,hospital,O
0,",",O
0,says,O
0,he,O
0,almost,O
0,died,O
0,from,O
0,pneumonia,B-DIS
0,George,O
0,Michael,O
0,released,O
0,from,O
0,the,O
0,hospital,O
0,after,O
0,being,O
0,treated,O
0,for,O
0,pneumonia,B-DIS
0,George,O
0,Michael,O
0,hospitalized,O
0,in,O
0,Vienna,O
0,with,O
0,pneumonia,B-DIS
0,",",O
0,forced,O
0,to,O
0,postpone,O
0,concerts,O
0,Zsa,O
0,Zsa,O
0,Gabor,O
0,hospitalized,O
0,",",O
0,falls,O
0,into,O
0,a,O
0,',O
0,little,O
0,coma,O
0,',O
0,',O
0,Happy,O
0,Gilmore,O
0,',O
0,actress,O
0,Frances,O
0,Bay,O
0,dies,O
0,at,O
0,92,O
0,The,O
0,hospital,O
0,cured,O
0,his,O
0,pneumonia,B-DIS
0,",",O
0,but,O
0,the,O
0,bill,O
0,—,O
0,for,O
0,an,O
0,eye,O
0,popping,O
0,$,O
0,44,O
0,million,O
0,—,O
0,made,O
0,him,O
0,sick,O
0,.,O
1,Unemployed,O
1,doorman,O
1,Alexis,O
1,Rodriguez,O
1,couldn’t,O
1,believe,O
1,his,O
1,eyes,O
1,when,O
1,he,O
1,opened,O
1,an,O
1,envelope,O
1,from,O
1,Bronx,O
1,Lebanon,O
1,Hospital,O
1,last,O
1,week,O
1,and,O
1,saw,O
1,what,O
1,he,O
1,appeared,O
1,to,O
1,owe,O
1,.,O
2,“,O
2,I,O
2,almost,O
2,had,O
2,an,O
2,asthma,O
2,attack,O
2,",",O
2,”,O
2,said,O
2,Rodriguez,O
2,",",O
2,28,O
2,",",O
2,just,O
2,one,O
2,of,O
2,several,O
2,hundred,O
2,patients,O
2,to,O
2,receive,O
2,absurdly,O
2,inflated,O
2,bills,O
2,because,O
2,of,O
2,a,O
2,“,O
2,system,O
2,error,O
2,.,O
2,”,O
2,His,O
2,amount,O
2,due,O
2,was,O
2,$,O
2,"44,776,587",O
2,for,O
2,outpatient,O
2,services,O
2,that,O
2,in,O
2,reality,O
2,amounted,O
2,to,O
2,no,O
2,more,O
2,than,O
2,$,O
2,300,O
2,.,O
3,Initially,O
3,",",O
3,Rodriguez,O
3,panicked,O
3,because,O
3,he,O
3,had,O
3,spent,O
3,three,O
3,weeks,O
3,in,O
3,the,O
3,hospital,O
3,with,O
3,pneumonia,B-DIS
3,in,O
3,the,O
3,spring,O
3,and,O
3,knew,O
3,he,O
3,had,O
3,to,O
3,pay,O
3,part,O
3,of,O
3,the,O
3,$,O
3,"40,000",O
3,cost,O
3,.,O
4,But,O
4,he,O
4,quickly,O
4,realized,O
4,the,O
4,terrifying,O
4,invoice,O
4,couldn’t,O
4,be,O
4,right,O
4,.,O
5,He,O
5,called,O
5,the,O
5,billing,O
5,company,O
5,and,O
5,found,O
5,out,O
5,he,O
5,wasn’t,O
5,the,O
5,only,O
5,one,O
5,with,O
5,sticker,O
5,shock,O
5,.,O
6,The,O
6,billing,O
6,firm,O
6,",",O
6,PHY,O
6,Services,O
6,",",O
6,said,O
6,it,O
6,was,O
6,a,O
6,simple,O
6,mistake,O
6,:,O
6,The,O
6,subcontractor,O
6,that,O
6,prints,O
6,the,O
6,bills,O
6,put,O
6,the,O
6,invoice,O
6,number,O
6,into,O
6,the,O
6,“,O
6,amount,O
6,due,O
6,”,O
6,field,O
6,.,O
7,“,O
7,We,O
7,are,O
7,sending,O
7,an,O
7,apology,O
7,letter,O
7,to,O
7,everyone,O
7,who,O
7,received,O
7,it,O
7,",",O
7,”,O
7,said,O
7,PHY,O
7,Services,O
7,rep,O
7,Ricardo,O
7,Paul,O
7,.,O
8,The,O
8,company,O
8,has,O
8,apparently,O
8,been,O
8,deluged,O
8,with,O
8,complaints,O
8,.,O
9,A,O
9,recording,O
9,for,O
9,callers,O
9,says,O
9,:,O
9,“,O
9,If,O
9,you,O
9,are,O
9,calling,O
9,with,O
9,respect,O
9,to,O
9,a,O
9,billing,O
9,statement,O
9,for,O
9,services,O
9,provided,O
9,at,O
9,Bronx,O
9,Lebanon,O
9,Hospital,O
9,",",O
9,please,O
9,disregard,O
9,the,O
9,statement,O
9,.,O
10,You,O
10,will,O
10,be,O
10,receiving,O
10,a,O
10,new,O
10,statement,O
10,shortly,O
10,.,O
11,“,O
11,Rodriguez,O
11,said,O
11,that,O
11,even,O
11,though,O
11,no,O
11,harm,O
11,was,O
11,done,O
11,to,O
11,his,O
11,bottom,O
11,line,O
11,",",O
11,the,O
11,sloppiness,O
11,surprised,O
11,him,O
11,.,O
12,“,O
12,It,O
12,was,O
12,a,O
12,big,O
12,error,O
12,",",O
12,”,O
12,he,O
12,said,O
12,.,O
13,“,O
13,I,O
13,think,O
13,they,O
13,should,O
13,have,O
13,somebody,O
13,look,O
13,over,O
13,the,O
13,bills,O
13,before,O
13,they,O
13,send,O
13,them,O
13,out,O
13,.,O
14,“,O
14,I,O
14,understand,O
14,manpower,O
14,may,O
14,be,O
14,down,O
14,",",O
14,but,O
14,to,O
14,send,O
14,out,O
14,a,O
14,lot,O
14,of,O
14,bills,O
14,with,O
14,numbers,O
14,that,O
14,big,O
14,—,O
14,someone,O
14,could,O
14,have,O
14,had,O
14,a,O
14,heart,O
14,attack,O
14,.,O
14,”,O
14,Hospital,O
14,spokesman,O
14,Errol,O
14,Schneer,O
14,said,O
14,he,O
14,didn’t,O
14,blame,O
14,Rodriguez,O
14,for,O
14,being,O
14,upset,O
14,.,O
15,“,O
15,We,O
15,certainly,O
15,share,O
15,any,O
15,concerns,O
15,he,O
15,would,O
15,have,O
15,",",O
15,”,O
15,he,O
15,said,O
15,.,O
16,Star,O
16,Princess,O
16,Turned,O
16,Away,O
16,from,O
16,Falklands,O
16,Due,O
16,to,O
16,Noro,O
16,Virus,O
16,Star,O
16,Princess,O
16,was,O
16,turned,O
16,away,O
16,from,O
16,calling,O
16,at,O
16,Port,O
16,Stanley,O
16,in,O
16,the,O
16,Falkland,B-LOC
16,Islands,I-LOC
16,on,O
16,Saturday,O
16,",",O
